Year,Region,Industry_Sector,CO2_Emissions_Metric_Tons,Methane_Emissions_Metric_Tons,Nitrous_Oxide_Emissions_Metric_Tons,Total_Energy_Consumption_MWh,Renewable_Energy_Consumption_MWh,Non_Renewable_Energy_Consumption_MWh,Total_Waste_Generated_Tons,Recycling_Rate_Percentage,CO2_Reduction_Target_Achieved_Percentage,Renewable_Energy_Goal_Achieved_Percentage,Waste_Reduction_Target_Achieved_Percentage
2001,North America,Transportation,2286034,52928,13569,329664,121370,211233,43718,72,24,23,20
2013,Africa,Energy,1089114,48219,14444,876373,266331,394301,16739,87,32,34,18
2010,South America,Manufacturing,2731623,82582,19074,653531,183588,611071,25154,41,25,22,10
2010,North America,Construction,1552569,31223,6247,686880,217460,391459,26861,75,42,31,24
2022,Africa,Manufacturing,1288700,53891,12260,871881,132266,459503,28442,77,42,15,19
2012,Oceania,Manufacturing,2450975,78908,13277,427257,149908,487689,35240,77,29,38,27
2000,Africa,Construction,1403662,80812,16151,559808,112932,511866,23314,81,22,24,24
2008,Africa,Retail,2007755,5270,14796,599714,102884,585928,23923,80,27,21,16
2000,North America,Manufacturing,2048614,35757,7590,684272,168420,223909,25679,68,11,14,33
2010,North America,Transportation,3606489,35501,9827,793386,219041,396104,18376,93,27,32,14
2021,South America,Transportation,902766,42967,8426,729845,292895,164567,28736,50,11,27,34
2003,Asia,Construction,3056543,53021,21402,944657,259203,697206,28483,89,11,16,30
2017,Europe,Transportation,1810047,57395,19782,1205887,236651,373595,14138,65,40,38,33
2006,North America,Retail,1968378,77250,19004,892167,105364,661407,14673,45,31,16,19
2011,Oceania,Transportation,2891804,25640,2947,1028449,112838,734277,28950,75,36,29,30
2014,Africa,Retail,2237751,28351,24403,758014,48305,471897,18693,40,32,22,27
2003,Africa,Manufacturing,1977297,51972,20804,729210,352959,325895,27116,59,39,17,21
2022,Oceania,Manufacturing,3260081,29538,18506,812437,267255,668529,31212,43,27,28,10
2011,Asia,Manufacturing,3010853,73706,15103,868532,191338,587061,18564,59,14,32,25
2005,Oceania,Agriculture,1589095,35383,15055,749376,192410,182033,14076,83,20,38,25
2002,South America,Agriculture,2470621,80238,11555,453839,175177,405743,36712,85,26,38,29
2018,South America,Construction,2504469,11177,23803,852672,118845,501735,32033,57,39,24,20
2009,Asia,Retail,2714233,36997,5614,594346,137428,585935,13508,89,46,13,15
2000,Europe,Construction,1711255,34596,11375,679754,193253,229068,34290,78,22,28,10
2003,Africa,Transportation,450014,41639,12262,645049,306319,823140,26926,81,43,16,23
2022,Europe,Energy,904537,55890,5693,995476,92840,710152,19155,91,46,36,21
2022,Oceania,Transportation,726384,73534,24627,884896,106624,746738,16999,63,27,18,32
2017,Asia,Transportation,1075051,33558,8058,359436,229699,293752,8159,52,19,19,12
2018,Europe,Construction,2709687,71618,2112,925024,388808,318402,25914,81,42,16,14
2012,Africa,Transportation,1843021,72854,22695,653941,308067,412142,21536,89,13,39,27
2002,South America,Transportation,2983871,54407,11918,360656,228002,336830,19819,70,31,39,22
2007,Europe,Manufacturing,3344798,48361,17831,197085,177336,240322,17316,93,5,31,30
2022,Asia,Agriculture,1358245,41465,12775,563235,116714,521097,28011,94,5,33,27
2003,Africa,Agriculture,2073822,41022,13826,749581,156817,734254,10293,71,15,23,19
2018,North America,Retail,2792798,36172,19573,1046036,254714,657402,33630,44,11,31,13
2007,Africa,Construction,3773471,93955,7576,818410,332116,434433,14701,77,47,16,29
2010,North America,Agriculture,3247634,34687,17695,846150,247260,514251,16386,75,5,35,11
2004,Africa,Agriculture,2299493,54565,19532,621841,62196,464399,30962,44,24,23,20
2003,North America,Construction,2817334,28998,13761,920056,198988,679919,22978,72,38,19,25
2011,South America,Transportation,3133780,63322,14074,564851,224168,364363,6318,90,48,18,33
2014,North America,Construction,512598,42004,4237,717736,219352,403281,20355,70,7,26,30
2002,North America,Transportation,1182583,34976,15754,596546,279878,824712,21496,76,12,20,26
2019,Africa,Manufacturing,1830936,68642,12596,739575,18102,149645,31495,49,42,25,23
2000,South America,Construction,1719471,36618,13203,558063,-12775,813204,36155,50,26,30,20
2015,North America,Agriculture,2473916,62096,13786,311667,171510,450260,24832,94,39,16,21
2005,Africa,Retail,1772379,77146,3843,628244,153480,-37967,25847,63,24,20,27
2020,Africa,Construction,2830009,25098,8908,632917,231046,594256,9616,90,24,34,14
2020,North America,Transportation,2511599,58162,9019,343194,75381,646670,26164,88,32,12,19
2002,Europe,Energy,1470818,44624,7701,865492,389310,422601,20522,48,31,25,18
2004,North America,Energy,2605645,53392,14782,931663,92688,569364,-2095,87,23,34,21
2014,Europe,Retail,2919608,43751,16882,619784,261080,316380,7693,94,18,19,29
2010,North America,Manufacturing,1299919,51139,9426,628709,165402,782866,17550,85,15,31,26
2001,Europe,Manufacturing,1460253,35279,17702,363343,201961,261208,16269,78,8,26,18
2007,Africa,Transportation,2559269,58876,5500,891758,295350,734672,30138,69,27,24,28
2004,Europe,Energy,978395,37359,17224,775066,176642,323293,28246,53,9,28,29
2021,Africa,Energy,1534236,54066,22512,902713,171002,703954,37709,56,38,17,14
2007,Europe,Manufacturing,421806,59125,19771,876491,167583,613675,26447,49,33,38,18
2013,Asia,Manufacturing,2011827,48959,19460,770890,236120,567083,31399,62,48,12,32
2015,North America,Transportation,1712416,15681,326,273307,47484,400426,18568,42,39,28,27
2004,Europe,Retail,3196815,76575,10203,767461,-28229,273936,36657,82,21,28,28
2013,North America,Retail,1624212,55595,11255,963909,229636,309633,18517,73,44,24,14
2016,Asia,Retail,1268500,45983,23167,779394,187030,413319,25520,44,6,28,16
2017,Asia,Agriculture,2521495,33889,20753,464786,221193,496162,31210,64,20,34,26
2010,Oceania,Construction,2623156,36054,11268,703506,173353,453403,16296,51,41,15,25
2018,South America,Transportation,2064647,43986,16293,759000,197131,555613,36993,57,28,14,23
2002,Oceania,Manufacturing,962722,69479,13469,498198,110286,319591,24954,49,37,30,25
2020,North America,Agriculture,204023,-6569,15989,395044,274893,342289,27874,89,11,36,12
2020,Oceania,Manufacturing,1809810,27276,20240,393929,202981,441020,26223,65,37,23,27
2009,Asia,Transportation,2213369,56698,11710,748612,176552,177418,33274,65,33,16,34
2022,Oceania,Transportation,1795539,48101,18623,177305,186281,486609,33321,56,27,26,22
2019,Asia,Energy,2422638,26696,11830,393203,204275,389900,16326,53,29,12,26
2005,Asia,Manufacturing,1600662,43644,14955,665648,247765,447353,26385,54,30,36,27
2011,South America,Construction,1554154,47749,10741,737703,199639,484169,31432,64,27,33,32
2022,North America,Construction,1555793,53060,23234,691874,174497,526075,23718,72,30,22,21
2010,Africa,Transportation,2066422,51081,16130,804493,176800,444195,28293,69,13,13,17
2003,North America,Manufacturing,2464002,43290,8295,503431,58507,383262,20946,52,31,13,12
2021,Oceania,Energy,1934535,35223,13876,558364,191186,286774,29208,47,5,31,34
2012,North America,Manufacturing,1057759,55001,13923,623992,121861,579901,44825,91,46,26,24
2001,Africa,Retail,826966,58036,13907,575526,190072,369781,38002,94,17,26,22
2019,North America,Construction,2164884,100148,19020,578609,102288,463684,22276,54,46,29,12
2000,South America,Retail,2633463,41910,8287,691068,196426,581668,6840,41,22,23,22
2006,Oceania,Manufacturing,1637357,28361,9948,676229,218059,271299,31743,81,41,38,23
2016,North America,Transportation,1087712,38805,22369,315752,147851,457870,38272,47,15,30,24
2007,Africa,Retail,2109171,62683,14569,377436,263997,584024,16705,74,43,19,33
2002,Africa,Agriculture,1923533,71431,16328,750326,230913,57587,17705,68,10,12,20
2020,Europe,Manufacturing,2735830,3742,9516,383444,117561,452363,19926,75,24,38,32
2002,Asia,Retail,2467569,54446,17145,426032,225618,216350,14849,71,5,13,11
2015,Africa,Construction,1863604,66807,15015,586061,81527,341240,11317,54,28,30,15
2012,Africa,Manufacturing,2606248,61031,19549,1026762,382127,552321,24831,79,49,26,33
2016,Oceania,Retail,2464762,22115,27579,389216,156351,334650,-984,49,22,24,26
2014,Africa,Construction,1301616,50615,16811,999517,221709,560447,15874,65,5,29,34
2000,North America,Transportation,1306088,56219,18213,1090884,152208,632287,21975,56,42,31,23
2003,Oceania,Energy,1569500,76583,18726,881371,283282,461507,23827,60,32,22,22
2012,Oceania,Energy,2521411,51480,12176,494929,260648,607716,25601,48,40,30,10
2015,Europe,Construction,2352039,74912,20855,640363,198762,550891,23761,76,30,29,15
2014,North America,Agriculture,2759285,51221,14506,356768,222025,295623,51653,49,27,14,18
2018,Europe,Construction,2530697,27017,11012,686693,257848,683462,21460,89,5,35,29
2006,Africa,Agriculture,3368327,68755,7764,1113560,212924,746435,8600,63,9,31,30
2012,Asia,Manufacturing,1461872,82274,12821,1066619,153266,593597,23724,55,11,21,12
2010,Africa,Energy,1921741,72088,6396,476644,194115,554481,22725,66,38,25,15
2006,Africa,Agriculture,2202455,55672,13748,359095,213061,403866,38464,84,14,16,11
2007,Asia,Agriculture,2265995,31152,13069,727328,8972,519130,23180,83,15,23,18
2019,Africa,Retail,2071706,41982,16807,738358,181639,443101,13315,71,30,27,13
2014,Asia,Energy,1770296,29409,22498,969300,37236,587296,37447,80,35,22,23
2020,Asia,Transportation,2715465,64794,17849,1141522,149898,765374,30152,86,48,18,19
2008,Africa,Transportation,891731,75694,27825,1061343,191018,631478,27036,68,29,13,18
2004,Oceania,Transportation,1481323,69074,12877,842905,191559,499216,32560,70,17,39,33
2017,North America,Manufacturing,2371096,50249,17458,1019901,267175,266574,33262,69,42,21,26
2012,South America,Transportation,1418409,57622,17728,642734,145001,593782,19675,63,36,15,34
2004,Africa,Retail,2551027,32973,12417,448171,107482,381901,21065,57,5,33,31
2013,Africa,Construction,1821817,29633,12330,505706,207760,650740,15753,74,44,38,17
2008,Africa,Transportation,2147457,26476,21755,563287,180858,656182,26343,78,9,30,18
2007,Africa,Energy,1829092,66047,11952,253603,223343,325189,46637,58,31,12,10
2003,Asia,Energy,1741668,28764,12051,485228,269330,714932,32990,43,41,12,15
2010,Europe,Transportation,2621557,33217,10884,741947,253383,260492,24191,64,28,14,27
2019,South America,Agriculture,925700,81255,15030,600822,286952,559628,13812,68,37,27,21
2009,Europe,Agriculture,2103406,66439,10759,805452,283745,89316,32980,42,21,24,17
2008,Europe,Transportation,1622363,21926,21922,496704,135947,526493,25618,52,47,12,34
2000,North America,Construction,1901826,60651,8053,1058785,238625,466807,19375,70,38,11,21
2012,North America,Energy,2692176,46200,6320,963024,64694,824219,21176,45,35,36,28
2007,Europe,Energy,1257618,62813,7271,702831,241830,627013,39357,50,11,30,18
2022,North America,Construction,1626879,10851,20317,604416,239700,340989,32595,88,48,23,17
2016,Europe,Retail,2349960,67896,13586,820200,189069,798773,14134,74,46,25,21
2020,Europe,Retail,874932,86121,14610,779814,318547,405863,30069,92,37,27,23
2009,Oceania,Energy,4199162,60659,11430,780134,374391,361843,25175,88,36,15,22
2015,South America,Transportation,2211046,34067,13132,683712,210273,273283,35309,61,10,37,24
2017,Asia,Energy,2623144,60640,18272,768014,208143,479607,22284,52,27,16,22
2009,Asia,Energy,2980593,52557,14296,542999,67886,591145,-497,61,7,28,12
2015,North America,Energy,1343231,50432,4779,1350001,229520,457451,21300,51,20,24,24
2008,South America,Construction,1323005,61061,16109,739507,169838,575008,34826,63,9,30,10
2009,North America,Construction,1769139,44648,14018,947366,251799,378536,19795,89,19,10,10
2015,Africa,Manufacturing,3050744,69219,21697,822925,161312,534993,15774,75,31,24,26
2019,Oceania,Energy,951736,60844,15220,653641,367012,591927,17632,81,22,30,18
2016,Europe,Energy,2149053,22512,19516,994673,135515,363850,10127,42,43,10,24
2015,Oceania,Manufacturing,1838814,69127,16852,958825,132622,575817,31100,78,47,33,28
2006,North America,Construction,1700637,40642,16404,936799,186828,344446,12882,84,33,33,23
2001,Africa,Agriculture,1532961,44167,17969,881634,304203,623302,22994,91,23,10,16
2005,Asia,Retail,2539767,23569,14448,740974,214228,137608,28432,86,45,39,25
2005,Europe,Retail,2411298,66554,14934,529463,175968,354392,31032,93,23,16,28
2010,Europe,Retail,2864286,49356,12612,322016,76122,509289,28943,86,11,20,12
2007,Asia,Transportation,2516705,26144,11701,369874,159093,585684,15065,53,41,29,18
2012,Asia,Transportation,2088171,690,9024,1001011,3365,584744,25927,48,10,26,13
2007,North America,Construction,3238796,50486,13614,437111,114653,477172,29854,71,7,11,31
2006,Africa,Transportation,1435263,69862,12724,488447,198749,438521,27570,52,7,10,17
2007,Oceania,Construction,2708901,51859,16790,630523,142330,581726,32671,93,30,34,19
2013,South America,Manufacturing,2356398,58340,13414,769529,276740,378486,34229,73,34,39,17
2012,Europe,Construction,2151216,34029,13684,786956,196179,471103,6700,56,19,19,28
2015,Oceania,Retail,2507600,43217,18202,991075,325778,608183,18930,80,13,16,29
2000,Europe,Transportation,2592711,60257,15357,854916,200002,389175,30579,59,9,14,16
2002,North America,Manufacturing,658948,43743,7244,905069,183719,287491,25982,73,27,28,11
2005,Africa,Manufacturing,1598011,54224,24982,857107,332543,472665,20351,86,19,24,10
2009,Africa,Energy,2370748,79753,22855,1164073,99097,494075,35261,42,45,14,24
2014,Europe,Construction,2468385,62588,15168,997107,154421,662584,16439,89,29,13,18
2015,Europe,Transportation,1432833,23115,16569,766594,238114,374473,14262,67,12,33,16
2000,Europe,Retail,2316344,71278,15069,762000,204469,604684,31667,48,47,25,13
2001,Asia,Transportation,2068132,46642,6991,1191126,222460,310960,33755,67,21,32,12
2016,Asia,Manufacturing,3586434,76191,14607,844051,207065,111913,23685,83,25,28,26
2008,Africa,Agriculture,2007412,57234,21282,1191975,102287,442157,31749,68,16,31,10
2010,Oceania,Agriculture,2802237,81942,3400,955543,184498,234796,32305,44,36,31,19
2016,Oceania,Construction,2570688,33711,16339,241823,164417,684877,21246,42,29,36,21
2012,Europe,Energy,1713517,56043,9773,967973,246204,648221,16215,63,20,17,25
2017,Oceania,Agriculture,247096,53222,14257,414278,250271,24352,31401,86,45,29,34
2022,Europe,Energy,47442,35219,18025,477234,223230,441177,30840,61,33,31,11
2000,Asia,Construction,1596932,38883,21550,216326,198004,622187,33754,80,40,31,21
2012,South America,Construction,2173254,101457,18288,1011824,242504,263642,31819,82,32,34,23
2001,Europe,Transportation,3546192,43333,18938,864274,102901,461791,25038,91,5,11,10
2017,South America,Agriculture,2785715,80860,12255,535841,181768,552592,29952,87,40,10,29
2021,Europe,Manufacturing,3120686,56788,16483,1265743,242638,684830,25870,55,8,29,31
2003,South America,Energy,-86805,47719,15908,963050,151577,548528,33514,73,19,38,23
2016,Africa,Construction,3370756,82093,19007,743566,87004,607184,24727,69,44,33,16
2021,Europe,Manufacturing,1943466,56697,10208,987655,114614,435678,7457,41,19,28,14
2002,South America,Agriculture,1794061,55265,15908,1011831,271391,514062,22357,94,28,14,31
2014,Europe,Transportation,1077157,49682,16708,959986,68001,952616,13818,61,12,31,26
2003,North America,Manufacturing,211754,57647,19208,749287,124289,639843,31081,61,37,26,23
2006,North America,Construction,1349320,34182,20557,753182,224231,576727,21670,85,34,24,10
2004,Oceania,Retail,2430608,46973,16895,507725,256336,571495,32561,78,43,24,34
2016,Africa,Energy,2836599,33715,14376,412558,222732,303207,21359,51,42,18,33
2020,Africa,Construction,1553716,49099,17838,469622,277574,430143,16518,59,12,27,10
2008,South America,Energy,1534676,22048,13276,85900,257442,813241,33400,57,29,27,14
2017,Oceania,Manufacturing,2414311,27840,16161,753589,212510,653047,26402,63,9,34,26
2020,Africa,Manufacturing,2590657,42090,8901,563769,1024,710489,21218,72,42,18,22
2010,Africa,Construction,1627977,73915,8717,697917,214870,621733,26401,87,10,38,33
2015,Africa,Agriculture,1540165,68584,18085,730994,156521,245330,49097,50,5,11,34
2008,North America,Manufacturing,1596413,52744,22312,759800,175032,924542,33986,51,39,13,15
2001,Oceania,Energy,1976799,42298,13090,690210,201885,324577,33246,42,22,38,14
2022,Europe,Transportation,2037801,38446,14289,387807,276089,500614,34714,56,43,19,28
2002,Asia,Energy,2930681,56118,4963,309863,267233,627037,31623,42,9,14,11
2000,Asia,Agriculture,1576745,48958,17945,1061775,279007,580488,31640,46,8,25,25
2014,Oceania,Retail,1958041,40741,18627,997365,289098,100200,20308,62,13,10,10
2013,Oceania,Transportation,2099571,61912,13213,792072,186322,865043,16299,83,6,17,21
2004,Europe,Transportation,2149839,54242,18907,827584,217190,294280,45147,63,10,14,26
2007,Oceania,Energy,1394133,51776,17676,390081,163509,524604,6672,83,41,20,26
2017,Europe,Agriculture,3013325,-1371,19516,442230,270375,606884,19642,45,20,33,32
2009,Asia,Manufacturing,1100615,49510,18910,858617,179198,609315,14179,52,11,34,31
2006,North America,Retail,1428610,39993,10988,336406,226171,558616,28580,51,37,19,33
2013,South America,Transportation,1813097,74618,20464,426920,194363,571463,7383,50,33,21,29
2014,Africa,Retail,843571,33584,18577,79465,190060,565051,11270,48,10,23,29
2018,South America,Retail,2196487,36747,18978,424147,157008,623512,2014,93,5,17,24
2021,South America,Energy,2159493,22684,18616,775477,189604,434705,24225,77,42,33,16
2017,Africa,Retail,3978018,33099,8363,1114320,172002,560118,14692,94,11,28,34
